identifiant,commemore,adresse_complete,precision_adresse,empty,xy.lon,xy.lat
62.0,Fernand KLAIMITZ,"7, rue Villehardouin 75003 Paris",,75003.0,2.365521,48.858762
752.0,Gustave POMMIER,"70, rue du Père Corentin 75014 Paris",,75014.0,2.32719,48.823736
1101.0,André BERTHELOT,"16, rue du Pressoir 75020 Paris",,75020.0,2.383295,48.868916
144.0,Eleves de ces ecoles morts en déportation parce que nés juifs,40 rue des Archives 75004 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75004.0,2.355974,48.85898
222.0,Louis HELIE,"3, rue de Seine 75006 Paris",,75006.0,2.337111,48.857023
1005.0,Eleves de ces ecoles morts en déportation parce que nés juifs,6 rue Charles Hermite 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.368529,48.899891
60.0,Roger GUIMET,"29, boulevard du Temple 75003 Paris",(à  gauche de la bourse du travail),75003.0,2.365558,48.864679
925.0,Suzanne BUISSON,"39, rue Doudeauville 75018 Paris",,75018.0,2.353953,48.888437
874.0,Général ZARAPOFF,"74, rue Raynouard 75016 Paris",,75016.0,2.277992,48.854211
763.0,Eleves de ces ecoles morts en déportation parce que nés juifs,46 rue Boulard 75014 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75014.0,2.32783,48.832655
377.0,Eleves de ces ecoles morts en déportation parce que nés juifs,square Motholon 75009 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75009.0,2.330485,48.880571
1037.0,Boris FRENKEL,5 square d'aquitaine 75019 Paris,,75019.0,2.394857,48.886523
373.0,Eleves de ces ecoles morts en déportation parce que nés juifs,12 rue Chaptal 75009 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75009.0,2.33362,48.880826
616.0,Eleves de ces ecoles morts en déportation parce que nés juifs,8 rue Charles Baudelaire 75012 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75012.0,2.376463,48.848827
1210.0,Eleves de ces ecoles morts en déportation parce que nés juifs,12 rue Bretonneau 75020 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.403102,48.867551
848.0,Jacques HENRY-SIMON,"21, boulevard Beauséjour 75016 Paris",(Jeunes Catholiques Combattants),75016.0,2.270508,48.85749
1165.0,Louis WALLE,"21, rue Ramponneau 75020 Paris",,75020.0,2.379806,48.871241
295.0,Pierre MAROGER,rue de Verneuil 75007 Paris,,75007.0,2.329145,48.857988
1071.0,VICTIMES DE GUERRE,avenue Corentin Cariou 75019 Paris,,75019.0,2.383856,48.896116
1170.0,Eleves de ces ecoles morts en déportation parce que nés juifs,94 rue des Couronnes 75020 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.38766,48.870419
1145.0,Fernande ONIMUS,"84, rue des Rondeaux 75020 Paris",,75020.0,2.395995,48.864605
544.0,Eleves de ces ecoles morts en déportation parce que nés juifs,1 rue pihet 75011 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.373882,48.863455
207.0,DESNOS,Place Saint- Sulpice/ Angle rue de Mézières 75006 Paris,commissariat de police,75006.0,2.334007,48.850908
1032.0,A. DUFOUR,"16, rue Clovis- Hugues 75019 Paris",,75019.0,2.373851,48.882586
309.0,Jean-marie PLESSIER,"30, avenue de Saxe 75007 Paris",,75007.0,2.308693,48.848901
964.0,Aron SKROBEK,48 rue des Trois Frères 75018 Paris,,75018.0,2.339051,48.885431
967.0,Charles WARRIER,"Face 22, boulevard de la Chapelle 75018 Paris",Pilier du métro,75018.0,2.362228,48.884542
524.0,Eleves de ces ecoles morts en déportation parce que nés juifs,"155,159 avenue Parmentier",(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.369595,48.871707
169.0,Alexandre MASSIANI,Place du Panthéon côté Nord 75005 Paris,face à  la faculté de droit,75005.0,2.345701,48.846006
642.0,André DREYER,"18, rue Wurtz 75013 Paris",,75013.0,2.34433,48.826594
1156.0,Jean SANGUINET,"1, place Octave Chanute 75020 Paris",,75020.0,2.405964,48.866245
721.0,Bauduin De BELLEVAL,Rue Emile Faguet 75014 Paris,Maison de l'Indochine de la cité universitaire,75014.0,2.329948,48.82158
624.0,Eleves de ces ecoles morts en déportation parce que nés juifs,15 rue Elisa Lemonnier 75012 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75012.0,2.389438,48.840845
378.0,Eleves de ces ecoles morts en déportation parce que nés juifs,,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75009.0,2.355582,48.851745
390.0,COUR TIBOZZI,rue du faubourg Poissonniere Caserne nouvelle france garde republicaine; cour Tibozzi 75010 Paris,,75010.0,2.348882,48.877386
251.0,René SAHORS,"47, rue Jacob 75006 Paris",,75006.0,2.331929,48.856176
817.0,Jean-louis SUCHET,"93, rue du Commerce 75015 Paris",,75015.0,2.293365,48.843973
263.0,Gustave BAULIN,"27, boulevard de la Tour-Maubourg 75007 Paris",,75007.0,2.310351,48.859789
261.0,AVEUGLES DE LA RESISTANCE,58 avenue Bosquet 75007 Paris,,75007.0,2.304915,48.855272
305.0,Personnalités juives,Ecole Militaire 75007 Paris,Côté avenue Duquesne,75007.0,2.305733,48.854263
580.0,LIBERATION DE PARIS,"231, rue de Bercy 75012 Paris",,75012.0,2.382826,48.839147
727.0,COMITE LOCAL DE LIBERATION,"2, place Ferdinand Brunot Mairie du XIVeme 75014 Paris",,75014.0,2.326839,48.832991
913.0,Eleves de ces ecoles morts en déportation parce que nés juifs,Colège André Malraux 75017 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75017.0,2.320536,48.888009
661.0,GREVE DE LA POLICE,"18, rue Vulpian 75013 Paris",,75013.0,2.346303,48.831597
971.0,Eleves de ces ecoles morts en déportation parce que nés juifs,1 rue foyatier 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.342389,48.884673
883.0,Jean Et Résistants Du S.O.E. BOUGUENNEC,Ne pas fleurir 75017 Paris,61 rue de la Condamine (pas d'anneau porte bouquet à  la demande des copropriétaires),75017.0,2.320335,48.892652
119.0,Yvette FEUILLET,"26, rue des Rosiers 75004 Paris",,75004.0,2.35951,48.857185
384.0,Jean; Chatenet CAZARD,"45, rue du Chateau d eau 75010 Paris",(CROIX-ROUGE FRANCAISE),75010.0,2.3569,48.871798
569.0,Jean-pierre DUDRAISIL,"2, rue de Capri 75012 Paris",,75012.0,2.398118,48.8355
769.0,Eleves de ces ecoles morts en déportation parce que nés juifs,28 rue Pierre Larousse 75014 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75014.0,2.314202,48.829103
267.0,Michel De BRETAGNE,"75, rue de Varenne 75007 Paris",,75007.0,2.321529,48.854572
703.0,Eleves de ces ecoles morts en déportation parce que nés juifs,11 rue Auguste Perret 75013 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75013.0,2.36026,48.824987
991.0,Eleves de ces ecoles morts en déportation parce que nés juifs,7 rue Championnet 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.351839,48.895155
815.0,Roger RIGAUDIE,"24, rue Alain Chartier 75015 Paris",,75015.0,2.296173,48.837691
105.0,COMITE LOCAL DE LA LIBERATION,"2, place Baudoyer Mairie du 4ème arrondissement 75004 Paris",,75004.0,2.355667,48.856164
675.0,MEMORIAL,Pitié-Salpàªtrière 75013 Paris,,75013.0,2.346137,48.82271
177.0,René VINCHON,"27, rue Saint- Jacques 75005 Paris",,75005.0,2.345951,48.851366
252.0,Jules De SEZE,"76, rue de Seine 75006 Paris",,75006.0,2.336943,48.851982
880.0,Eleves de ces ecoles morts en déportation parce que nés juifs,rue des Bauches 75016 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75016.0,2.274148,48.855842
402.0,Yvan EL DAROFF,"130-132, boulevard de Magenta 75010 Paris",,75010.0,2.352195,48.880876
1047.0,Maurice KORZEC,"37, rue Alphonse Karr 75019 Paris",,75019.0,2.379429,48.895545
1187.0,Eleves de ces ecoles morts en déportation parce que nés juifs,9 rue des Panoyaux Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.384761,48.866365
614.0,Eleves de ces ecoles morts en déportation parce que nés juifs,21 rue de Reuilly 75012 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75012.0,2.386018,48.848478
382.0,Jacques BONSERGENT,Metro Jacques Bonsergent 75010 Paris,(une plaque de chaque coté du quai),75010.0,2.361206,48.870861
81.0,Déportation VéLODROME D'HIVER,"64, rue de Bretagne 75003 Paris",,75003.0,2.360043,48.864507
312.0,Groupement De Résistance SIDI-BRAHIM,Enceinte de l'Ecole Militaire 75007 Paris,,75007.0,2.305733,48.854263
399.0,Marcel DUPONT,"130-132, boulevard de Magenta 75010 Paris",,75010.0,2.352195,48.880876
969.0,VICTIMES DU BOMBARDEMENT DE LA CHAPELLe,"9, impasse du Marteau, 93200 Saint-Denis 75018 Paris",,75018.0,2.362131,48.901487
244.0,François QUINTIN,"9, place Saint- Michel 75006 Paris","(A l'intérieur du café ""Fontaine Saint-Michel"")",75006.0,2.343591,48.853183
852.0,Georges LAFONT,"18, boulevard Exelmans 75016 Paris",,75016.0,2.265994,48.840741
970.0,Eleves de ces ecoles morts en déportation parce que nés juifs,11 rue andre del sarte 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.346364,48.885718
227.0,KRONIS Ferdinand,118 boulevard Saint-Germain 75006 Paris,,75006.0,2.340553,48.852078
326.0,Félix EBOUE,"4, rue Chauveau- Lagarde 75008 Paris",,75008.0,2.324094,48.871258
539.0,Eleves de ces ecoles morts en déportation parce que nés juifs,87 rue leon frot 75011 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.383847,48.85823
45.0,Eleves de ces ecoles morts en déportation parce que nés juifs,20 rue Etienne Marcel 75002 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75002.0,2.348103,48.864187
714.0,Eleves de ces ecoles morts en déportation parce que nés juifs,5 rue Damesme 75013 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75013.0,2.355435,48.825101
868.0,RESISTANTS FUSILLES,Avenue Aurelle de Paladines 75016 Paris,,75016.0,2.280702,48.854492
904.0,Eleves de ces ecoles morts en déportation parce que nés juifs,19 rue du capitaine lagache 75017 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75017.0,2.325584,48.892043
484.0,Louis COSSON,"8, place de la République 75011 Paris",,75011.0,2.365658,48.866761
340.0,"Raoul, Laurent NORDLING","78, rue d'Anjou 75008 Paris",,75008.0,2.322943,48.874834
939.0,Mordka FEFERMAN,"12, rue Poulet 75018 Paris",,75018.0,2.348546,48.886733
944.0,Robert GERARDIN,"8, rue de Trétaigne 75018 Paris",,75018.0,2.342228,48.891695
84.0,Eleves de ces ecoles morts en déportation parce que nés juifs,5 rue Béranger 75003 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75003.0,2.364209,48.865169
198.0,BOMBARDEMENT DE PARIS,"60, boulevard Saint-Michel 75006 Paris",,75006.0,2.339672,48.845632
1054.0,Angèle MERCIER,23 rue du docteur Potain 75019 Paris,,75019.0,2.397805,48.877122
627.0,Eleves de ces ecoles morts en déportation parce que nés juifs,stèle square eugène Thomas 75012 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75012.0,2.386219,48.841466
584.0,LIBERATION DE PARIS,"28, rue de Lyon 75012 Paris",,75012.0,2.371319,48.848712
460.0,Eleves de ces ecoles morts en déportation parce que nés juifs,19 passage des Récollets 75010 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75010.0,2.360523,48.874297
681.0,Jean MORICE,"44, rue de Tolbiac 75013 Paris",,75013.0,2.371559,48.827887
2.0,Marcel BIZIEN,Place de la Concorde 75001 Paris,(côté rue de Rivoli),75001.0,2.343103,48.862862
77.0,Groupe SEBASTOPOL,"48, boulevard Sébastopol 75003 Paris",,75003.0,2.350657,48.862469
516.0,Marcel RAJMAN,Square Marcel Rajman 75011 Paris,,75011.0,2.382382,48.860873
665.0,Roland IGERSHEIM,Quai d'Austerlitz 75013 Paris,"(grille gare côté départ, 7ème grille gauche)",75013.0,2.370772,48.839764
842.0,Groupe Manouchian ERNEST,"17, rue Mirabeau 75016 Paris",,75016.0,2.271407,48.846602
188.0,Eleves de ces ecoles morts en déportation parce que nés juifs,11 rue Buffon 75005 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75005.0,2.362464,48.842796
940.0,Jacques FROMENT,Place Jacques Froment 75018 Paris,,75018.0,2.331174,48.890859
420.0,Roger LEGALL,"11, rue du Faubourg du Temple 75010 Paris",,75010.0,2.365568,48.868283
189.0,Eleves de ces ecoles morts en déportation parce que nés juifs,21 rue Buffon 75005 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75005.0,2.361237,48.84248
684.0,Jacques OUDIN,avenue Edison Square des Deux Moulins 75013 Paris,,75013.0,2.36132,48.829077
910.0,Eleves de ces ecoles morts en déportation parce que nés juifs,20 rue Jouffroy 75017 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75017.0,2.310885,48.886497
3.0,Madeleine BRINET,Place de la Concorde 75001 Paris,(côté rue de Rivoli),75001.0,2.343103,48.862862
1063.0,Régis PALLUT,"2, rue de Nantes 75019 Paris",,75019.0,2.383775,48.891015
1164.0,Victimes de l'OAS,Cimetière du Père Lachaise 75020 Paris,,75020.0,2.397688,48.864008
216.0,Robert Colonel FOURE,128 rue de Rennes 75006 Paris,,75006.0,2.326151,48.846411
1022.0,France BLOCH SERAZIN,1 avenue Debidour 75019 Paris,,75019.0,2.39683,48.881464
591.0,Serge MONTAILLER,"22, rue de la Voà»te 75012 Paris",,75012.0,2.407396,48.845663
388.0,COMITE PARISIEN DE LA LIBERATION,75010 Paris,3 rue du Chà¢teau d'Eau(Bourse du Travail),75010.0,2.351862,48.875107
543.0,Eleves de ces ecoles morts en déportation parce que nés juifs,32 rue de la folie mericourt 75011 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.37297,48.863154
571.0,Jean JEANTROUX,"place de la Nation Métro Nation, bouche du métro 75012 Paris",Sortie avenue du Trône,75012.0,2.395894,48.847534
57.0,Henri DARRACQ,"3, rue Sainte- Anastase 75003 Paris",,75003.0,2.364172,48.859491
135.0,Charles PEZIN,"27, rue François Miron 75004 Paris",,75004.0,2.357659,48.855581
770.0,Eleves de ces ecoles morts en déportation parce que nés juifs,20 rue Chantin 75014 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75014.0,2.322644,48.827255
710.0,Eleves de ces ecoles morts en déportation parce que nés juifs,13 rue Vulpian 75013 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75013.0,2.34649,48.83154
356.0,Honoré D' ESTIENNE D'ORVES,Square de la Trinité 75009 Paris,,75009.0,2.331017,48.877644
437.0,André Et Emilienne PICOUT,"41, rue des Vinaigriers 75010 Paris",,75010.0,2.361198,48.873116
347.0,Eleves de ces ecoles morts en déportation parce que nés juifs,10 rue Paul Baudry 75008 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75008.0,2.307394,48.87234
1150.0,RAFLE DU 16 JUILLET 1942,5 cour des Métairies 75020 Paris,,75020.0,2.385802,48.873574
1167.0,Eleves de ces ecoles morts en déportation parce que nés juifs,16 rue Julien Lacroix 75020 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.385602,48.869469
1062.0,Albert MUNERELLE,en depot a la Mairie du 19ème arrondissement 75019 Paris,,75019.0,2.396241,48.886249
291.0,Mouvement LIBERATION NORD,"52, rue de Verneuil 75007 Paris",,75007.0,2.327416,48.858547
269.0,Henri CAPELLE,"2, rue de Solférino 75007 Paris",,75007.0,2.3239,48.860957
526.0,Eleves de ces ecoles morts en déportation parce que nés juifs,10 rue keller,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.376524,48.854001
746.0,MEMORIAL,"1, avenue rene Coty gare Denfert-Rochereau 75014 Paris",(ligne de Sceaux),75014.0,2.334325,48.836309
288.0,Alfred LELLUCH,"15, rue Cognacq-Jay 75007 Paris",,75007.0,2.303403,48.861731
191.0,Eleves de ces ecoles morts en déportation parce que nés juifs,30 rue Saint-Jacques 75005 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75005.0,2.345582,48.851198
918.0,AMERICAINS...,"24, rue Pajol 75018 Paris",,75018.0,2.363196,48.890007
790.0,Georges DUPONT,"20, rue Auguste- Chabrières 75015 Paris",,75015.0,2.289607,48.834696
1080.0,Eleves de ces ecoles morts en déportation parce que nés juifs,45 rue Armand Carrel 75019 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75019.0,2.376214,48.882679
324.0,Jean Roger DEBRAIS,"35, rue d'Anjou 75008 Paris",,75008.0,2.32196,48.872261
506.0,MEMORIAL,place Leon Blum Mairie du XIeme 75011 Paris,hall d'entree sur la gauche,75011.0,2.379865,48.85813
1111.0,André CHASSAGNE,"155, avenue Gambetta 75020 Paris",,75020.0,2.40306,48.870264
953.0,LIBERTATION DE PARIS,"58, rue des Poissonniers 75018 Paris",,75018.0,2.351621,48.889884
729.0,Alfred Et Wolfgang DOBLIN,5 square Henri Delormel 75014 Paris,,75014.0,2.329496,48.832309
766.0,Eleves de ces ecoles morts en déportation parce que nés juifs,24 rue Delambre 75014 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75014.0,2.32676,48.841585
478.0,Maurice BERLEMONT,Gymnase 22 rue de l'Orillon 75011 Paris,,75011.0,2.376153,48.870083
1041.0,GUERRE 1939-1945,Théà¢tre Présent Avenue Jean Jaurès 75019 Paris,,75019.0,2.382264,48.885958
292.0,Georges MANDEL,"27, rue Oudinot 75007 Paris","(Ministère des DOM-TOM, cour intérieure)",75007.0,2.315788,48.849581
532.0,Eleves de ces ecoles morts en déportation parce que nés juifs,111 avenue Parmentier,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.372377,48.867945
562.0,Réseau AGIR,"207, rue de Bercy 75012 Paris",,75012.0,2.371668,48.844942
903.0,Eleves de ces ecoles morts en déportation parce que nés juifs,23 avenue de saint-Ouen 75017 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75017.0,2.325925,48.889046
185.0,Eleves de ces ecoles morts en déportation parce que nés juifs,10 rue Sommerard 75005 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75005.0,2.34686,48.849946
695.0,Eleves de ces ecoles morts en déportation parce que nés juifs,173 rue du Chà¢teau des Rentiers 75013 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75013.0,2.361923,48.830318
487.0,DEPORTATION,75011 Paris,,75011.0,2.382438,48.858766
957.0,MEMORIAL,"1, place Jules Joffrin Mairie du XVIIIeme 75018 Paris",Hall d'entrée,75018.0,2.344681,48.892304
213.0,FONTAINE SAINT-MICHEL,Place Saint-Michel 75006 Paris,Plaque gauche,75006.0,2.343446,48.853411
783.0,François CACHOT,"129, rue Saint- Charles 75015 Paris",,75015.0,2.283434,48.84403
32.0,Louis BRELIVET,"5, place des Petits- Pères 75002 Paris",(poste de police),75002.0,2.340688,48.866464
559.0,Eleves de ces ecoles morts en déportation parce que nés juifs,31 rue saint-Bernard 75011 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.380878,48.852711
314.0,SYNDICAT DES FONCTIONNAIRES,"10, rue de Solférino 75007 Paris",,75007.0,2.322989,48.859595
514.0,Maurice RADZYNSKI,59 rue Jean-Pierre Timbaud 75011 Paris,,75011.0,2.374711,48.867048
110.0,Colonne Commandée Par Le Capitaine Dronne DRONNE,,,75004.0,2.355582,48.851745
331.0,Emile LAFFON,Place Beauvau Ministère de l'Intérieur 75008 Paris,,75008.0,2.316405,48.871305
18.0,LOPEZ-ROS,Place de la Concorde 75001 Paris,(côté rue de Rivoli),75001.0,2.343103,48.862862
810.0,"Henri, François, Bert PAQUIN",Pilier métro Dupleix 75015 Paris,,75015.0,2.29362,48.85042
1148.0,Maurice PILLET,"226, rue des Pyrenees 75020 Paris",,75020.0,2.397116,48.866857
555.0,Eleves de ces ecoles morts en déportation parce que nés juifs,4 rue Keller 75011 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.376853,48.853623
1153.0,ROLNIKAS,"43, avenue Gambetta 75020 Paris",,75020.0,2.393534,48.864528
545.0,Eleves de ces ecoles morts en déportation parce que nés juifs,98 avenue de la republique 75011 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.382337,48.863745
521.0,Eleves de ces ecoles morts en déportation parce que nés juifs,144 rue de la roquette 75011 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.382285,48.858068
1084.0,Eleves de ces ecoles morts en déportation parce que nés juifs,rue Compans/Brunet 75019 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75019.0,2.391546,48.879214
946.0,Joseph HEINICH,"31, rue Letort 75018 Paris",,75018.0,2.343217,48.895315
320.0,Pierre BOURDAN,"36, avenue de Friedland 75008 Paris",,75008.0,2.297762,48.874066
541.0,Eleves de ces ecoles morts en déportation parce que nés juifs,54/56 rue servan 75011 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.381738,48.863089
907.0,Eleves de ces ecoles morts en déportation parce que nés juifs,12bis rue fourcroy 75017 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75017.0,2.296936,48.880587
64.0,David KOULICHE,"87, rue de Turenne 75003 Paris",,75003.0,2.364461,48.860663
464.0,Eleves de ces ecoles morts en déportation parce que nés juifs,Metz 34 rue du Fg Saint-Denis 75010 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75010.0,2.353503,48.871103
634.0,Paul CHAPELLE,75013 Paris,"30, boulevard Arago(Intérieur de l'Ecole)",75013.0,2.368694,48.831473
1019.0,Eleves de ces ecoles morts en déportation parce que nés juifs,Stèle square Léon serpollet 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,,
1082.0,Eleves de ces ecoles morts en déportation parce que nés juifs,2 rue Fessart 75019 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75019.0,2.38915,48.876172
1215.0,Eleves de ces ecoles morts en déportation parce que nés juifs,82 rue Ménilmontant 75020 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.390886,48.868892
502.0,Jacques HENSEVAL,"28, rue Parmentier 75011 Paris",,75011.0,2.378603,48.860618
36.0,Charles MENARD,"40, rue du Caire 75002 Paris",,75002.0,2.349407,48.867918
1083.0,Eleves de ces ecoles morts en déportation parce que nés juifs,4 rue Fessart 75019 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75019.0,2.388627,48.876204
168.0,André LOZET,"73, boulevard Saint-Michel 75005 Paris",,75005.0,2.340383,48.846084
1175.0,Eleves de ces ecoles morts en déportation parce que nés juifs,51 rue Ramponneau 75020 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.382312,48.871904
519.0,VICTIMES DU NAZISME,place Leon Blum Mairie du XIeme 75011 Paris,,75011.0,2.379865,48.85813
234.0,Colonel De MARGUERITTES,"9, quai de Conti Angle rue Guénégaud 75006 Paris",,75006.0,2.339415,48.856085
88.0,Eleves de ces ecoles morts en déportation parce que nés juifs,8 rue de montmorency 75003 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75003.0,2.356649,48.862685
595.0,Mémoire des victimes arràªtées à  l'hopital rothschild,"Entrée de l'hôpital, 21 rue Sauterre 75012 Paris",,75012.0,2.399775,48.843
1194.0,Eleves de ces ecoles morts en déportation parce que nés juifs,2 rue Eugène Reisz 75020 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.410685,48.85643
1208.0,Eleves de ces ecoles morts en déportation parce que nés juifs,29 rue du telegraphe 75020 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.399167,48.873309
1214.0,Eleves de ces ecoles morts en déportation parce que nés juifs,26 rue Henri Chevreau 75020 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.389375,48.86996
364.0,Union Des Aveugles De Guerre U.A.G,49 rue Blanche 75009 Paris,,75009.0,2.331419,48.880892
836.0,Jean CHARBONNEAUX,"4, rue Francisque Sarcey 75016 Paris",,75016.0,2.281648,48.85942
5.0,Rousseau + Vié CHATELET-LOMBARDS,"3, boulevard Sébastopol 75001 Paris",,75001.0,2.347815,48.858213
639.0,DEPORTATION,"47, boulevard de l'Hôpital Groupe hospitalier Pitié-Salpàªtrière 75013 Paris",Parking de la Salpàªtrière,75013.0,2.362259,48.840293
531.0,Eleves de ces ecoles morts en déportation parce que nés juifs,109 avenue Parmentier,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.372613,48.867625
454.0,VICTIMES JUIVES DU Xeme ARR.,75010 Paris,Rue du Faubourg Saint-Martin (mairie),75010.0,2.351862,48.875107
724.0,Louis BRELIVET,"21, rue de l'Abbé Carton 75014 Paris",,75014.0,2.315564,48.830128
623.0,Eleves de ces ecoles morts en déportation parce que nés juifs,51 rue de Charenton 75012 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75012.0,2.372773,48.850981
668.0,LAMY,Pont de Tolbiac 75013 Paris,,75013.0,2.38331,48.82979
1038.0,Léon GOLDBERG,37 rue de Meaux 75019 Paris,,75019.0,2.372434,48.880259
44.0,Eleves de ces ecoles morts en déportation parce que nés juifs,3 rue de la Jussienne 75002 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75002.0,2.344087,48.865292
315.0,"Jean, Belloc VANDAL",Boulevard Saint-Germain 75007 Paris,face à  la rue de l'Université,75007.0,2.325409,48.85709
127.0,MEMORIAL,"2, place Baudoyer Mairie du IVème arrondissement 75004 Paris",,75004.0,2.355667,48.856164
342.0,Roger REAL,"3 bis, avenue Gabriel 75008 Paris",,75008.0,2.31643,48.868388
438.0,Jean POUYSEGUR,rue de Dunkerque 75010 Paris,à  la hauteur du 1er étage,75010.0,2.354007,48.88016
613.0,Eleves de ces ecoles morts en déportation parce que nés juifs,18 rue de la Brèche aux Loups 75012 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75012.0,2.394084,48.837456
150.0,Eleves de ces ecoles morts en déportation parce que nés juifs,8/10 rue des Hospitalieres Saint-Gervais 75004 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75004.0,2.359043,48.858021
889.0,Robert DESMONET,"10, rue Boursault 75017 Paris",,75017.0,2.320796,48.882953
79.0,Yves TOUDIC,"2, rue Meslay 75003 Paris",,75003.0,2.359041,48.867921
362.0,Adolphe PETREMENT,"79, rue de Dunkerque 75009 Paris",,75009.0,2.346887,48.881856
980.0,Eleves de ces ecoles morts en déportation parce que nés juifs,135 rue Belliard 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.334475,48.896203
130.0,Joseph MIGNERET,"8, rue des Hospitaliers Saint- Gervais Ecole communale Saint-Gervais 75004 Paris",,75004.0,2.358936,48.857943
282.0,Jacques HARDY,"11, avenue de Lowendal 75007 Paris",,75007.0,2.306831,48.851464
933.0,Henri DAIKOWSKI,"58, rue des Poissonniers 75018 Paris",,75018.0,2.351621,48.889884
