903,identifiant,lien_permament_portail,isbn,ean,langue_du_document,langue_du_texte_intermediaire,langue_de_l_oeuvre_originale,date_de_publication,langue_des_sous_titres,titre,type_de_document,titre_d_un_auteur_different,titre_parallele,complement_du_titre,premiere_mention_de_responsabilite,mention_de_responsabilite_suivante,numero_de_partie,titre_de_partie,lieu_de_publication,nom_de_l_editeur,indication_specifique_du_type_de_document,autres_caracteristiques_materielles,format,materiel_d_accompagnement,collection,est_publie_avec,est_une_traduction_de,niveau_de_l_ensemble,unite_materielle,partie_composante,dates_auteur,dates_co_auteur,dates_auteur_secondaire,auteur_collectivite_element_d_entree,auteur_collectivite_subdivision,auteur_collectivite_date,co_auteur_collectivite_element_d_entree,co_auteur_collectivite_subdivision,co_auteur_collectivite_date,auteur_secondaire_collectivite_element_d_entree,auteur_secondaire_collectivite_subdivision,auteur_secondaire_collectivite_date,localisation,sous_localisation,nombre_d_objets,code_barre,cote,tomaison,categorie_documentaire,collection0,fonds,note,conservation,etat_physique,etat_de_collection,auteur_complet,co_auteur,auteur_secondaire
2152827,RBSVDP0002152827,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002152827,,,['fre'],,,1905,,"Grands magasins Aux Galeries Lafayette, Paris, lundi 27 février [1905] et jours suivants, exposition générale des nouveautés de la saison",['[Texte imprimé]'],,,[catalogue commercial],,,,,[Paris],['[Galeries Lafayette]'],1 vol. (24 p.-[4] p. de couv.),"ill., couv. ill.",29 x 20 cm,,,,,,,,,,,Galeries Lafayette,,,,,,Imprimerie Veuve Albouy,,,FOR,REPL,1.0,,"CC 267""1905""janv",,CC,,,Numérisation lot 2020,,,,,,
1956036,RBSVDP0001956036,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001956036,978-2-7355-0816-7,9782735508167,['fre'],,,2014,,"La grande généralité de Montauban (Quercy, Rouergue, Gascogne, pays de Foix) sous Louis XIV",['[Texte imprimé]'],,,d'après le Mémoire pour l'instruction du duc de Bourgogne (1699) et son complément par A. Cathala-Coture (1713),édition critique et étude par Patrick Ferté,,,,Paris,['éditions du CTHS'],"2 vol. (566, 676 p.)","tabl., cartes ;couv. ill.",24 cm,,"Notices, inventaires et documents",,,,,Mémoire de l'intendant de Montauban Pour l'instruction du duc de Bourgogne ; Mémoire historique de la généralité de Montauban et des païs en dépendans (1713),1632-1724,,,,,,,,,,,,BAVP ; BAVP,M512 ; M512,,,303866 2 ; 303866 1,2 ; 1,LI ; LI,,,,,,,"['Cathala-Coture, Antoine de']",,"['Ferté, Patrick']"
1966950,RBSVDP0001966950,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001966950,,,['fre'],,,2012,,Fragments d'expos,['[Document cartographique]'],,,sur les traces des expositions internationales,[réalisé par la Direction des affaires culturelles de la Ville de Paris],,,,Paris,['Mairie de Paris'],1 fasc. dépl.,carte et ill. en coul.,21 cm,,Les balades du patrimoine,,,,,,,,,Paris,Direction des affaires culturelles,,,,,,,,BHVP,MAB1,1.0,,8-AT-970,,PL,,,Provenance : Don du Dépôt légal de la BnF,,,,,,
1747516,RBSVDP0001747516,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001747516,,,['fre'],,,1990,,"Fourrures, cuirs, sacs griffés (Valentino, Balmain, Lauvin, Guy Paulin, Mac Douglas, Hermès, Gucci, Morabito)",['[Texte imprimé]'],,,"[vente à] Paris, Drouot Richelieu, le samedi 10 novembre 1990","commissaires-priseurs, Gilles Néret-Minet, Olivier Coutau-Bégarie","expert, Dominique Chombert",,,Paris,['[éditeur inconnu]'],1 dépl. (6 p.),"ill., couv. ill.",30 cm,,,,,,,,,,,,,,,,,,,,FOR,REPL,1.0,32272094194922,CV 35105,,CV,,,,,,,,,"['Néret-Minet', 'Coutau-Bégarie', 'Chombert, Gilles', 'Olivier', 'Dominique']"
1864915,RBSVDP0001864915,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001864915,1-877231-82-7,,,,,2000,,,['Four Keyboard sonatas[Musique imprimée]'],,,,Domenico Cimarosa,edited by Nick Rossi,,,Wellington,['Artaria editions'],1 partition (V-31 p.),couv. ill.,30 cm,,,,,,,"Sonata, R20 ; Sonata, R25 ; Sonata, R27 ; Sonata, R30",1749-1801,,,,,,,,,,,,BCVP,EPC,1.0,32272117098159,3 CIM 11.21,,PA,,,Prêt réservé aux conservatoires de la ville de Paris,,,,"['Cimarosa, Domenico']",,"['Rossi, Nick']"
1921565,RBSVDP0001921565,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001921565,,,['fre'],,,cop. 1928,,Foules,['[Musique imprimée]'],,,,P. O. Ferroud,,,,Paris,['A. Durand & fils'],1 partition (81 p.),,21 cm,,,,,,,,1900-1936,,,,,,,,,,,,BCVP,EPC,1.0,32272119456512,PA 3 FER 20,,PA,,,Prêt réservé aux conservatoires de la ville de Paris,,,,"['Ferroud, Pierre-Octave']",,
1827183,RBSVDP0001827183,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001827183,,,['fre'],,,[date de publication inconnue],,Fontaine des quatre parties du monde. Jardin du Luxembourg. Vue prise vers le nord,['[Image fixe]'],,,[photographie],,,,,,,1 photographie positive,noir et blanc,"9,1 x 15,3 cm",,,,,,,,,,,,,,,,,,,,BHVP,MAB1,1.0,32272900847174,4C-EPT-22-0112,,PH,,,,,,,,,
1095256,RBSVDP0001095256,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001095256,,,['und'],,,[ca. 1983],,Flûtes de Pan,['[Enregistrement sonore]'],,,Syrinx de Bolivie,"Enregistrements réalisés par Louis Girault, collecteur",,,,,['[éditeur inconnu]'],1 disque,33 t,30 cm,,,,,,,Musique Quechua : Yaku kantu ; Tika Tika ; Yuyarikuy kantu ; Kacharpaya kantu ; Kanchitu ; Komer chakra ; Chakipacha ; Akamani ; Musique Aymara : Baile Chiriwano ; Danza de los Kunthuris ; Huayno de los Kunthuris ; Danza Laquita (Danza - Loas - Llano) ;,,,,,,,,,,,,,MMP,SON,1.0,32272900665307,T 9327,,MI,,,,,,,,,"['Girault, Louis']"
1077632,RBSVDP0001077632,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001077632,,,['und'],,,1979,,Fluid rustle,['[Enregistrement sonore]'],,,,Eberhard Weber,"Bonnie Herman, Norma Winstone, chant ; Gary Burton, vibraphone, marimba ; Bill Frisell, guitare, balalaika ; Eberhard Weber, basse, tarang",,,München,['ECM records'],1 disque,33 t,30 cm,,,,,,,Quiet departures ; Fluid rustle ; A Pale smile ; Visible thoughts,,,,Eberhard Weber,,,,,,,,,MMP,SON,1.0,32272900647688,T 21630,,MI,,STIE,,,,,,,"['Winstone', 'Burton', 'Frisell', 'Weber', 'Herman, Norma', 'Gary', 'Bill', 'Eberhard', 'Bonnie']"
2187020,RBSVDP0002187020,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002187020,,3760137631429,['eng'],,eng,cop. 2017,fre,Le fils du pendu,['[Images animées]'],,Moonrise,,"Frank Borzage, réal.","Theodore Strauss, aut. ; Charles F. Haas, scénario ; William Lava, mus. ; Dane Clark, Gail Russell, Ethel Barrymore... [et al.] act.",,,[Alignan du Vent],['Artus Films'],1 DVD vidéo mono face zone 2 (1 h 26 min),"1.37 ; 4/3, n. et b., (PAL), son. (Dolby Digital mono)",,,Les Classiques,,,,,,1893-1962,,1913-... ; 1911-1971 ; 1912-1998 ; 1879-1959,,,,,,,,,,CINE,EPC,1.0,32272133568722,P BORZ,,DV,PRET,,,,,,"['Borzage, Frank']",,"['Strauss', 'Haas', 'Lava', 'Clark', 'Russell', 'Barrymore, Theodore', 'Charles F.', 'William', 'Dane', 'Gail', 'Ethel']"
2174744,RBSVDP0002174744,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002174744,978-2-330-07331-2,9782330073312,['fre'],,ger,DL 2017,,La fille de la peur,['[Texte imprimé]'],,,roman policier,Alex Berg,traduit de l'allemand par Jacqueline Chambon,,,[Paris],['Jacqueline Chambon'],1 vol. (264 p.),,23 cm,,Noir,,Tochter der Angst,,,,1963-...,,1938-...,,,,,,,,,,BILI,MABU,1.0,32272135122494,BER,,LI,FIA,,,COEX,,,"['Berg, Alex']",,"['Chambon, Jacqueline']"
2056674,RBSVDP0002056674,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002056674,,,['fre'],,,1970-,,Le Spectacle,['[Texte imprimé]'],,,bulletin fédéral édité par la Fédération nationale du spectacle (CGT),[Confédération générale du travail],[dir. publ. André Germain],,,Paris,['Fédération nationale du spectacle'],,,31 cm,,,,,,,,,,,Confédération générale du travail,"Fédération nationale des syndicats du spectacle, de l'audiovisuel et de l'action culturelle",,,,,,,,BHVP,MABU,,,4-PER-2738,,PE,,,,CTLN,,,,,"['Germain, André']"
1883059,RBSVDP0001883059,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001883059,,,['fre'],,,1962,,Les Femmes au travail. Réinsertion professionnelle et recyclage. Centre de recyclage (9e arrondissement),['[Image fixe]'],,,[photographie],Janine Niepce,,,,,,1 photographie positive,noir et blanc,18 x 24 cm,,,,,,,,1921-2007,,,,,,,,,,,,BHVP,MAB1,1.0,32272900875945,4-ENA-00136-0085,,PH,,,,,,,"['Niepce, Janine']",,
1957473,RBSVDP0001957473,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001957473,,,['lat'],,,168?,,"Dominii Veneti in Italia i partes Accurate divifi ac Statuum Ducum Parmae, Mutinae, Mantuae et Mirandolae",['[Document cartographique]'],,,,noviffima defcriptio edita per Fredericum de Witt,,,,amftelodami,['[éditeur inconnu]'],1 carte,,51 x 62 cm,,,,,,,,,,,,,,,,,,,,BTV,MABU,1.0,32272106663971,CA 285 RES Cartes 6,,PL,,TCF,Consultable en ligne,,,,"['De Witt, Frédéric']",,
2009895,RBSVDP0002009895,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002009895,,,,,,cop. 1905,,Dix-huit études,['[Musique imprimée]'],,,"pour hautbois ou saxophone ; transcrites d'après Mazas, Kreutzer, Rode, Schall et Bruni",Antony Lamotte,,,,Paris,['Costallat'],1 partition (20 p.),,35 cm,,,,,,,,1819-1912,,1782-1849 ; 1766-1831 ; 1774-1830 ; 1757-1821,,,,,,,,,,BCVP,EPC,1.0,32272119429733,841.75 LAM,,PA,,,Prêt réservé aux conservatoires de la ville de Paris,,,,"['Lamotte, Antony']",,"['Mazas', 'Kreutzer', 'Rode', 'Schall', 'Bruni, Jacques-Féréol', 'Rodolphe', 'Pierre', 'Klaus', 'Antonio Bartolomeo']"
1742145,RBSVDP0001742145,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001742145,,5099964198606,"['fre', 'ita', 'ger']",,,P2011,,DivaDivo,['[Enregistrement sonore]'],,,,"Joyce DiDonato, mezzo-soprano","Orchestre et Choeur de l'Opéra National de Lyon ; Kazuski Ono, dir.",,,,['EMI classics'],1 disque compact,DDD,,1 brochure,,,,,,,1969-...,,1842-1912 ; 1756-1791 ; 1714-1787 ; 1792-1868 ; 1818-1893 ; 1803-1869 ; 1801-1835 ; 1864-1949 ; 1975-... ; 1961-...,,,,,,,Opéra national de Lyon ; Opéra national de Lyon,Choeur ; Orchestre,,MMP,SON,1.0,32272081153345,N 59209,,CD,,,,,,,"['DiDonato, Joyce']",,"['Massenet', 'Mozart', 'Gluck', 'Rossini', 'Gounod', 'Berlioz', 'Bellini', 'Strauss', 'Montvidas', 'Suliman', 'Semenova', 'Obrecht', 'Stupenengo', 'Woodbridge', 'Ono, Jules', 'Wolfgang Amadeus', 'Christoph Willibald von', 'Gioachino', 'Charles', 'Hector', 'Vincenzo', 'Richard', 'Edgaras', 'Nabil', 'Elena', 'Pascale', 'Paolo', 'Alan', 'Kazushi']"
1956927,RBSVDP0001956927,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001956927,,,['fre'],,,1882-1887,,Dictionnaire de pédagogie et d'instruction primaire,['[Texte imprimé]'],,,,"publié sous la direction de F. Buisson,...","avec le concours d'un grand nombre de collaborateurs,...",1ère partie,,Paris,['Hachette et Cie'],2 vol. (3099 p.),Tabl.,25 cm,,,,,,,,,,1841-1932,,,,,,,,,,BAVP ; BAVP,MAST ; MAST,,,BC 5554 T.2 ; BC 5554 T.1,T.2 ; T.1,LI ; LI,,BCP ; BCP,,,,,,,"['Buisson, Ferdinand']"
1704708,RBSVDP0001704708,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001704708,978-2-296-56143-4,9782296561434,['fre'],,,DL 2011,,"Dictionnaire de la justice internationale, de la paix et du développement durable",['[Texte imprimé]'],,,principaux termes et expressions,Joseph Bemba,,,,Paris,"[""l'Harmattan""]",1 vol. (451 p.),,24 cm,,Collection Justice internationale,,,,,,,,,,,,,,,,,,BAVP,M512,1.0,32272900789625,97845,,LI,,,,,,,"['Bemba, Joseph']",,
1711614,RBSVDP0001711614,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001711614,2-02-047777-7,,['fre'],,,2000,,Dialogue avec mon jardinier,['[Texte imprimé]'],,,,Henri Cueco,,,,Paris,['Seuil'],1 vol. (220 p.),,19 x 11 cm,,,,,,,,,,,,,,,,,,,,DVBR,LEC,1.0,32262000199131,CUE,,LI,,,,,,,"['Cueco, Henri']",,
1847431,RBSVDP0001847431,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001847431,,,['fre'],,,2005,,"Féminité, accès aux soins, maternité, et risques vécus par les femmes en grande précarité",['[Texte imprimé]'],,,"une contribution à l'amélioration de leur santé gynécologique ; juin 2005, rapport à la Direction génrale de la santé",Observatoire du Samu social de Paris,,,,[S.l.,['[éditeur inconnu]'],1 vol. (102 p.),tabl.,31 cm,,,,,,,,,,,Samusocial de Paris,,,,,,,,,,,,,,,,,,,,,,,,
2165146,RBSVDP0002165146,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002165146,978-2-84271-777-3,9782842717773,['fre'],,,DL 2017,,Féminismes et pornographie,['[Texte imprimé]'],,,,David Courbet,,,,Paris,['la Musardine'],1 vol. (298 p.),ill.,19 cm,,L'attrape-corps,,,,,,1988?-...,,,,,,,,,,,,CINE,EPC,1.0,32272127840749,791.435 3 COU,,LI,PRET,,,,,,"['Courbet, David']",,
2114033,RBSVDP0002114033,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002114033,,,['hun'],,,1840,,"Felséges elsÍo Ferdinánd ausztriai császár, Magyar és Csehország e' néven ötödik koronás királyától szabad királyi városában 1839-dik évi junius 2-kára rendeltetett magyar országgyÍulésen a' méltóságos fÍo-rendeknél 1840. februarius 25-kétÍol majus 12-ig",['[Texte imprimé]'],,,,,,,,Pozsony,"['Schmid, Antal']",1 vol. (638 p.),,42 cm,,,,,,,,,,,Hongrie,OrszággyÍulés,,,,,,,,BAVP,MAPL,1.0,,HON 5,,LI,,EURC,,,,,,,
2031827,RBSVDP0002031827,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002031827,978-2-35074-141-3,9782350741413,['fre'],,,DL 2008,,Hector Malot et le métier d'écrivain,['[Texte imprimé]'],,,,études réunies par Francis Marcoin,,,,Paris,['Magellan & Cie'],1 vol. (206 p.),couv. ill.,20 cm,,,,,,,,,,,,,,,,,,,,HJH,LEC,1.0,32272117832995,HJ 809.3 MAR,,LI,PRET,,Don Bibliothèque L'Heure joyeuse 2015,,,,,"['Marcoin, Francis']",
1087033,RBSVDP0001087033,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001087033,,,['und'],,,[ca. 1985],,"Farewell, Angelina... (Enregistrements originaux)",['[Enregistrement sonore]'],,,,"Joan Baez, chant, guitare",,,,,['[éditeur inconnu]'],2 disques,33 t,30 cm,,,,,,,"Wagoner's lad ; O' cangaceiro ; The greenwood side ; The 33rd of august ; Carry it on ; Let it be ; Once I knew a pretty girl ; Barbara Allen ; Colours ; The walls of redwing ; Daddy, you been on my mind ; It's all over now, baby blue ; The wi",,,,,,,,,,,,,MMP,SON,1.0,32272900657086,H 26769/70,,MI,,FRAN,,,,,"['Baez, Joan']",,
1490456,RBSVDP0001490456,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001490456,,8717418285555,"['eng', 'fre']",,eng,cop. 2010,eng ; fre,Fantasia,['[Images animées]'],,,,"Samuel Armstrong, James Algar, Bill Roberts... [et al.], réal.","Joe Grant, Dick Huemer, scénario ; Philadelphia orchestra ; Leopold Stokowski, dir. ; James Wong Howe, image ; John Carnochan, montage ; Leopold Stokowski, Deems Taylor, comment.",,,Chessy Marne-la-Vallée,['Buena vista home entertainment France [éd.]'],1 DVD vidéo mono face zone 2 (1 h 59 min),"1.33, 4/3, coul. (PAL), son. (Dolby digital 5.1 pour la VO et DTS ou 5.1 pour la VF)",,,,,,,,,,,1908-2005 ; 1882-1977 ; 1899-1976 ; 1885-1966,,,,,,,Philadelphia orchestra,,,CINE ; CINE,RESE ; EPC,,32272088052490 ; 32272088052565,P DISN ; P FANT,,DV ; DV,PRET ; PRET,,,,,,,,"['Grant', 'Huemer', 'Stokowski', 'Howe', 'Carnochan', 'Taylor, Joe', 'Dick', 'Léopold', 'James Wong', 'John', 'Deems']"
2199459,RBSVDP0002199459,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002199459,,,['zxx'],,,2018,,Fake,,,,[fanzine],Léo Quievreux,,1,,[Montreuil],['Léo Quievreux'],1 vol.(non paginé [20] p.),tout en ill.,,1 feuille imprimé sur papier rhodoïde,,,,,,,1971-...,,,,,,,,,,,,FOR,MEZ,1.0,,,,LI,,,,,,,"['Quievreux, Léo']",,
1982713,RBSVDP0001982713,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001982713,,,['eng'],,,cop. 1966,,The Fairy queen,['[Musique imprimée]'],,,English opera (1692) ; Vocal score,The music by Henry Purcell,"The drama adapted from ""A Midsummer night's dream"" by Shakespeare ; Edited by Anthony Lewis",,,Sevenoaks,['Novello'],1 partition (169 p.),,25 cm,,,,,,,,1659-1695,,1915-1983,,,,,,,,,,BCVP,EPC,1.0,32272119557939,3 PUR 35,,PA,,,Prêt réservé aux conservatoires de la ville de Paris,,,,"['Purcell, Henry']",,"['Lewis, Anthony']"
1669880,RBSVDP0001669880,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001669880,,5050582854664,"['fre', 'eng']",,eng,cop. 2011,fre,The faculty,['[Images animées]'],,,,"Robert Rodriguez, réal., montage","David Wechter, Bruce Kimmel, idée orig. ; Kevin Williamson, scénario ; Marco Beltrami, mus. ; Enrique Chediak, image ; Cary White, décors ; Michael T. Boyd, costumes ; Jordana Brewster, Clea Duvall, Laura Harris... [et al.], act",,,Issy-les-Moulineaux,['StudioCanal [éd.]'],1 DVD vidéo mono face double couche zone 2 (1 h 43 min),"1.85, 16/9, coul. (PAL), son. (Dolby Digital 5.1)",,,,,,,,,1968-...,,1965-... ; 1966-... ; 1980-... ; 1976-...,,,,,,,,,,CINE,EPC,1.0,32272107688506,P RODR,,D2,PRET,,,,,,"['Rodriguez, Robert']",,"['Wechter', 'Kimmel', 'Williamson', 'Beltrami', 'Chediak', 'White', 'Boyd', 'Brewster', 'Duvall', 'Harris, David', 'Bruce', 'Kevin', 'Marco', 'Enrique', 'Cary', 'Michael T', 'Jordana', 'Clea', 'Laura']"
1882918,RBSVDP0001882918,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001882918,,,['fre'],,,1968,,Les Facultés de Paris et de sa banlieue. La faculté de Nanterre. Affichage politique à l'intérieur de la faculté,['[Image fixe]'],,,[photographie],Janine Niepce,,,,,,1 photographie positive,noir et blanc,18 x 24 cm,,,,,,,,1921-2007,,,,,,,,,,,,BHVP,MAB1,1.0,32272900875804,4-ENA-00135-3-0048,,PH,,,,,,,"['Niepce, Janine']",,
923709,RBSVDP0000923709,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000923709,,,['fre'],,,1849,,Oeuvres complètes de Jean-Baptiste Poquelin de Molière,['[Texte imprimé]'],,,,,,,,Paris,['Lebailly'],2 vol.,,in-8?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900535596,949123,,LI,,,,,,,"['Molière, Jean-Baptiste Poquelin de']",,
778979,RBSVDP0000778979,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000778979,,,['fre'],,,1950,,Oeuvres,['[Texte imprimé]'],,,,Sacha Guitry,Illustrations de Jean Boullet,IX,Deburau,(S.l.),['R. Solar'],1 vol.,Fig.,in-8?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900420990,943227 IX,IX,LI,,,,,,,"['Guitry, Sacha']",,"['Boullet, Jean']"
694701,RBSVDP0000694701,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000694701,,,['fre'],,,[date de publication inconnue],,L'Oeillet rouge de Georgina. Chansonnette créée par Mr Libert à l'Horloge,['[Texte imprimé]'],,,,Paroles de Delormel et Garnier,musique de Ch. Pourny,,,Paris,['Répertoire moderne'],4 p.,,in-8?,,,,,,,,1847-1899,1839-1905,,,,,,,,,,,BHVP,MABU,1.0,32272900361413,129332,,LI,,,,,,,"['Delormel, Lucien']","['Pourny', 'Garnier, Charles', 'Léon']",
953095,RBSVDP0000953095,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000953095,,,['fre'],,,1999,,Odeurs et parfums,['[Texte imprimé]'],,,,Textes réunis et publiés par Danielle Musset et Claudine Fabre-Vassas,,,,Paris,['Ed. du CTHS'],244 p.,,in-8?,,,,,,,,,,1951-...,,,,,,,,,,BHVP,MABU,1.0,32272900552128,741998,,LI,,,,,,,,,"['Fabre-Vassas', 'Musset, Claudine', 'Danielle']"
579869,RBSVDP0000579869,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000579869,0-9514757-1-1,,['eng'],,,2006,,Obsession,['[Texte imprimé]'],,,"John Wood and the creation of Georgian Bath ; the Building of Bath museum ; [exhibition], Bath, Building of Bath Museum, 7 september 2004 - 6 februar 2005",,,,,Bath,['Building of Bath Museum'],1 vol. (112 p.),"ill. en coul., couv. ill.",26 cm,,,,,,,,,,,Building of Bath Museum,,,,,,,,,FOR,MAPL,1.0,32272093353388,CE 26268,,CE,CODI,,,,,,,,
933575,RBSVDP0000933575,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000933575,,,['fre'],,,[date de publication inconnue],,"L'Observateur françois, ami de la Patrie, à la Nation assemblée. De l'administration de la France telle qu'elle est. Lettre seconde, d'un Membre du Tiers-Etat...",['[Texte imprimé]'],,,,,,,,(S.l.),['[éditeur inconnu]'],40 p.,,in-8?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900546709,940233,,LI,,,,,,,,,
567129,RBSVDP0000567129,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000567129,2-909979-01-6,9782909979014,"['eng', 'fre']",,fre,1996,,Objets-types et archétypes,['[Texte imprimé]'],,,,Industries françaises de l'ameublement,[coordonné par le VIA] ; [traduit par Ronald Corlette Theuil],,,[Paris] ; Paris,"['Éd. VIA diffusion', 'diff. Hazan']",1 vol. (156 p.),"ill. en noir et en coul., couv. ill.",25 cm,,Les villages.,,,Les villages.,,,,,,Industries françaises de l'ameublement,,,,,,Club des tendances,,,FOR ; FOR,ARCH ; MAPL,,32272082041085 ; 32272900711009,"ALP 745.2""1990""Ind ; NS 46173 5",,LI ; LI,PRET ; CODI,,,,,,,,"['Corlette Theuil, Ronald']"
65868,RBSVDP0000065868,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000065868,,,['fre'],,,1979,,"Objets d'art et de bel ameublement des XVIIIe et XIXe siècles ..., objets de vitrines ..., sièges et meubles ..., tapis ... [186 nos + 1 pl.]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOR,REPL,1.0,32272900039683,CV 6169,,CV,CODI,,,,,,,,
66111,RBSVDP0000066111,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000066111,,,['fre'],,,1969,,"Objets d'art et d'ameublement principalement des XVIIIe et XIXe siècles. Céramique. Porcelaines et faïences anciennes. Assiettes d'époque révolutionnaire. Objets de vitrine... Médaillon et plaques en étain polychromé par Compigné. Bronzes, pendules, lustr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOR,REPL,1.0,32272900039927,CV 11978,,CV,CODI,,,,,,,,
65964,RBSVDP0000065964,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000065964,,,['gre'],,,1968,,"Objets d'art et d'ameublement des XVIIIe et XIXe siècles, porcelaines et faïences... argenterie... vases et verres de Gallé et Daum... sièges et meubles... [181 nos]. - Vente : Paris, Hôtel Drouot, 8 février 1968, commissaires-priseurs Ader, Picard et Ade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOR,REPL,1.0,32272900039780,CV 12196,,CV,CODI,,,,,,,,
66818,RBSVDP0000066818,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000066818,,,['eng'],,,1972,,"Objects of art and clocks, fine continental furniture, eastern rugs and carpets. The properties of Brigadier Sir Alexander Abel Smith, T.D., Mrs Edward Erdman,... Mrs James de Rotshchild,... and from various sources. [195 n?] - Vente : Londres, SVV Christ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOR,REPL,1.0,32272900040418,CV 14076,,CV,CODI,,,,,,,,
698285,RBSVDP0000698285,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000698285,,,['fre'],,,1828,,"Le Papier timbré, comédie en un acte, mélée de couplets par Charles Desnoyer... Ambigu Comique, 12 septembre 1828",['[Texte imprimé]'],,,,,,,,Bruxelles,['Dumont'],35 pp.,,in 8?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900365422,608954,,LI,,,,,,,"['Desnoyer, Charles']",,
478296,RBSVDP0000478296,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000478296,2-07-056362-6,,['fre'],,,1988,,Le Papier,,,,,Sabine Lohf,[trad. par Diane Costa de Beauregard],,,[Paris],['Gallimard'],[25] p.,"ill. en coul., couv. ill. en coul.",20 cm,,Les Livres à malices,,,,,,,,,,,,,,,,,,DVMB ; HJH,LEC ; MAPL,,32262000037273 ; 32272017858231,P4 ; FDS NOST 736.9 LOH,,LI ; LI,,,nbre de prêts GEAC : 5 ; 1996 10,,,,"['Lohf, Sabine']",,
765222,RBSVDP0000765222,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000765222,,,['fre'],,,1899,,"Le Pape et l'Empereur, scène d'histoire",['[Texte imprimé]'],,,,Jacques de Gachons,"préface de Henry Houssaye,...",,,Paris,['P. Ollendorff'],45 p.,,in-8?,,,,,,,,,,,,,,,,,,,,BHVP ; BHVP,MABU ; MABU,,32272900405885 ; 32272900405884,608709 ; 121376,,LI ; LI,,MARE,"Provenance : collection d'Edgar Mareuse (1848-1926), léguée à la Bibliothèque historique en 1926 (Bull. municipal officiel, 20 août 1927)",,,,"['Gachons, Jacques de']",,"['Houssaye, Henry']"
374612,RBSVDP0000374612,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000374612,,,['fre'],,,,,Panurge [extr.],,,,,"M. Boyer, de l'Opéra-Comique",,,,,['The Gramophone Company'],1 disque,78t 25 cm,,,,,,,,,,,,,,,,,,,,,MMP,SON,1.0,32272077337134,SVp 1750,,78,,POIL,2005 03,,,,"['Planquette, Robert']",,"['Varney', 'Dutreux', 'Boyer, Louis', 'Paul', 'Alexis']"
