ndeg_de_notice,isbn,issn,ean,langue,titre,edition,editeur,date,format,collection,titre_de_serie,ndeg,auteur_nom,auteur_prenom,auteur_dates,libelle_v_smart_et_webopac,nombre_de_localisations,nombre_de_pret_total,nombre_de_prets_2017,nombre_d_exemplaires,categorie_statistique_1,categorie_statistique_2,aime_cesaire,amelie,andre_malraux,andree_chedid,arthur_rimbaud,assia_djebar,batignolles,benjamin_rabier,buffon,canopee_la_fontaine,chaptal,charlotte_delbo,claude_levi_strauss,colette_vivier,courcelles,couronnes_naguib_mahfouz,crimee,diderot,drouot,edmond_rostand,europe,faidherbe,fessart,francois_villon,francoise_sagan,georges_brassens,germaine_tillion,glaciere,goutte_d_or,gutenberg,helene_berr,herge,heure_joyeuse,italie,jacqueline_de_romilly,jean_pierre_melville,lancry,louise_michel,marguerite_audoux,marguerite_duras,marguerite_yourcenar,maurice_genevoix,mmp,mohammed_arkoun,mortier,musset,oscar_wilde,parmentier,place_des_fetes,rainer_maria_rilke,reserve_centrale,robert_sabatier,saint_eloi,saint_simon,sorbier,vaclav_havel,valeyre,vandamme,vaugirard,auteur,co_auteur,auteur_secondaire,collectivite_auteur,collectivite_auteur_secondaire_,collectivite_co_auteur_
967602,978-7-5442-6251-4,,9787544262514,chinois,Wǒ men de xué xiào yāo dǎo lā | Texte imprimé | Louis Sachar,,['Nanhai chu ban gong si'],2012,"1 vol. (221 p.) | couv. ill. en coul., ill. | 21 cm",L'école Zarbi,,,Sachar,Louis,,Livre en langue étrangère,1,6.0,1,2,['LNAM Litterature nord-americaine'],['LROP Roman après 1945'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,"['Sachar, Louis']",,,,,
967605,,,,français,Les fleurs sauvages de la ville et de l'art | Texte imprimé | analyse anthropologique de l'émergence et de la sédimentation du mouvement Hip Hop lyonnais | Virginie Milliot | sous la direction de François Laplantine,,['[s.n.]'],1997,1 vol. (574 p.) | ill. | 25 cm,,,,Milliot,Virginie,,Livre pour adulte,1,3.0,0,1,['D301 Sciences sociales (autres)'],['pas de code stat 2'],,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Milliot, Virginie']",,,,,
203838,2-268-03757-6,,,français,"Encyclopédie du compagnonnage | Texte imprimé | histoire, symboles et légendes",,['Éd. du Rocher'],2000,"719 p.-[24] p. de pl. en noir et en coul. | ill., couv. ill. en coul. | 25 cm",,,,,,,Livre pour adulte,2,2.0,0,2,['D304 Metiers'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
204192,2-86642-412-3;2-240-01624-8,,,français,Le scénario | Texte imprimé | Anne Huet,,"['Cahiers du cinéma', 'SCEREN-CNDP']",2005,94 p. | ill. | 19 cm,Les petits cahiers,,,Huet,Anne,,Livre pour adulte,10,657.0,33,10,['D708 Cinema'],['pas de code stat 2'],,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,"['Huet, Anne']",,,,,
421129,,,,vietnamien,Thien Huong tieu | Texte imprimé | tap 6 | Ngoa Long Sinh | trad. du chinois par Ho Tien Huan,,['Nhà xuat ban Van Hoc'],2005,1 vol. (393 p.) | 19 cm,,,,Ngoa Long Sinh,,,Livre pour adulte,1,25.0,1,1,['LCHI Litterature chinoise'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,['Ngoa Long Sinh'],,,,,
422,2-913714-83-8,,9782913714830,français,Old man river | Texte imprimé | [scénarios de François] Corteggiani | [dessins de Pierre] Tranchand,,['Clair de lune'],DL 2006,"1 vol. (47 p.) | ill. en coul., couv. ill. en coul. | 30 cm",19 | Les mini aventures de Marine | 5;Collection Espiègle,Les mini aventures de Marine,5,Corteggiani,François,1953-....,Bande dessinée jeunesse,2,97.0,4,2,['LBDE Bandes dessinees'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"['Corteggiani, François']","Tranchand, Pierre",,,,
42220,,,,italien,Aida | Enregistrement sonore | Georg Solti,,['Decca'],1987,2 cassettes ou 3 compacts | 1 livret,,,,Verdi,Giuseppe,,Disque compact,9,811.0,10,9,"['M304 Musique classique: musique lyrique (opera, operettes)']",['pas de code stat 2'],,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,"['Verdi, Giuseppe']","Ghislanzoni, Antonio","Price;Gorr;Vickers;Merrill;Solti, Leontyne;Rita;Jon;Robert;Georg",,"[""Teatro dell'Opera (Rome). Orchestra""]",
422589,,,2110,français,"Gaza, l'enfermement  | Images animées | Ram Loevy, réal., scénario",Choix de langues : français,['Direction du Livre et de la Lecture [éd.]'],2005,"1 DVD vidéo zone 2 (52 min) | 4/3, coul. (PAL), son.",,,,Loevy,Ram,,DVD-vidéo tous publics,1,5.0,1,1,['D302 Politique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"['Loevy, Ram']",,,,,
423561,2-86563-241-5,,,français,Gustav Mahler tel qu'en lui-même | Texte imprimé | Philippe Chamouard | préf. de Joseph-François Kremer,,['Méridiens Klincksieck'],1989,238 p.-[8] p. de pl. | couv. ill. | 21 cm,Les Musiciens du monde,,,Chamouard,Philippe,,Livre pour adulte,1,9.0,0,1,['D707 Musique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Chamouard, Philippe']",,"Kremer-Marietti, Joseph-François",,,
423682,,,,anglais,Live cannibalism | Enregistrement sonore | Cannibal Corpse,,['Metal Blade'],2000,1 compact | 1 dépliant,,,,,,,Disque compact,1,4.0,1,1,"['M205 Hard rock, metal']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,['Cannibal Corpse'],
42385,,,,italien,Attila | Enregistrement sonore | R. Muti,,['EMI'],1990,2 compacts | DDD | 1 brochure,,,,Verdi,Giuseppe,,Disque compact,7,464.0,8,8,"['M304 Musique classique: musique lyrique (opera, operettes)']",['pas de code stat 2'],,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,2.0,,,,,,,1.0,1.0,,,,,,,,,"['Verdi, Giuseppe']","Solera, Temistocle","Ramey;Studer;Shicoff;Zancanaro;Muti, Samuel;Cheryl;Neil;Giorgio;Riccardo",,['Choeur et orchestre de la Scala de Milan'],
424000,,,,anglais,Far beyond driven | Enregistrement sonore | Pantera,,['Distrib. Warner'],1994,1cassette ou 1 compact | 1 dépliant,,,,,,,Disque compact,2,42.0,2,2,"['M205 Hard rock, metal']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,['Pantera'],['Pantera'],
424811,,,,français,"Marie Stuart | Texte imprimé | tragédie en cinq actes | Pierre-Antoine Lebrun | éd. suivie d'articles critiques parus dans ""Les lettres normandes"" et introd. par Robert Dumont",,"[""Publications de l'Université de Rouen""]",1972,143 p. | 24 cm,,,,Lebrun,Pierre-Antoine,,Livre pour adulte,1,2.0,0,1,['Théâtre français'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Lebrun, Pierre-Antoine']",,"Lebrun, Pierre-Antoine",,,
426326,,,,,"Piano concerto No.1 ; Haydn Variations | Enregistrement sonore | Johannes Brahms | Cédric Tiberghien, piano | BBC Symphony Orchestra | Jiri Belohlavek, dir",,['Harmonia Mundi'],2007,1 disque compact | 1 brochure,,,,Brahms,Johannes,,Disque compact,3,52.0,2,3,['M309 Musique classique: epoque romantique et post-romantique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Brahms, Johannes']",,"Tiberghien;Belohlavek, Cédric;Jiri",,['BBC symphony orchestra'],
425177,978-2-211-08927-2,,9782211089272,français,"Le monde, point à la ligne | Texte imprimé | Philippe Dorin",,"[""l'École des loisirs""]",DL 2007,1 vol. (62 p.) | couv. ill. | 19 cm,Théâtre,,,Dorin,Philippe,1956-....,Livre jeunesse,8,195.0,11,9,['LFRA Litterature francaise'],['pas de code stat 2'],,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,2.0,,,,,1.0,,,,,,,,"['Dorin, Philippe']",,,,,
425192,2-7470-0829-0,,,français,Ma mémé sorcière | Texte imprimé | une histoire écrite par Evelyne Rebeg | ill. par Mérel,,['Bayard'],2003,42 p. | ill. en coul. | 18 cm,J'aime lire | 134,,,Reberg,Evelyne,,Livre jeunesse,7,513.0,55,7,['LFRA Litterature francaise'],['pas de code stat 2'],,,,,,,,,,,,,,,1,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,"['Reberg, Evelyne']",,,,,
425603,2-7427-5847-X,,9782742758470,français,Petit Casino | Texte imprimé | roman | Gilbert Sorrentino | traduit de l'américain par Bernard Hoepffner | avec la collaboration de Catherine Goffaux,,['Actes Sud'],impr. 2006,1 vol. (214 p.) | couv. ill. en coul. | 22 cm,Lettres anglo-américaines,,,Sorrentino,Gilbert,1929-2006,Livre pour adulte,1,1.0,0,1,['LNAM Litterature nord-americaine'],['LROP Roman après 1945'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Sorrentino, Gilbert']",,"Hoepffner, Bernard",,,
425631,2-207-25447-X,,,français,Motel Belmonde | Texte imprimé | roman | Paul Gellings | trad. du néerlandais par l'auteur,,['Denoël'],2003,201 p. | 21 cm,Denoël & d'ailleurs,,,Gellings,Paul,1953-....,Livre pour adulte,1,,0,1,['LNOR Litterature nordique'],['LROP Roman après 1945'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Gellings, Paul']",,,,,
425865,2-7459-0285-7,,,français,"L'ours blanc | Texte imprimé | seigneur de la banquise | texte de Valérie Tracqui | photos de S. Cordier,...",,['Milan'],2001,"29 p. | ill. en coul., couv. ill. en coul. | 25 cm",Mini patte,,,Tracqui,Valérie,,Livre jeunesse,6,318.0,22,7,['D507 Zoologie'],['pas de code stat 2'],1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,2.0,,,,,,,,"['Tracqui, Valérie']",,"Cordier, Sylvain",,,
427033,,,3333297541350,français,"Versailles | Images animées | le rêve d'un roi | Thierry Binisti, réal. | Jacques Dubuisson, Michel Fessler, scénario, dial. | Carolin Petit, comp. | Samuel Theis, Jérôme Pouly, Caroline Bourg... [et al.], act.",,"['Francetélévisions distribution [éd.]', 'Gaumont Columbia Tristar home vidéo [distrib.]']",[DL 2008],"1 DVD vidéo monoface double couche zone 2 (1 h 30 min) | 16/9, coul. (PAL), son., surround (Dolby)",,,,,,,DVD-vidéo tous publics,2,132.0,11,2,['115'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,"Binisti;Dubuisson;Fessler;Petit;Theis;Pouly;Bourg, Thierry;Jacques;Michel;Carolin;Samuel;Jérôme;Caroline",,,
427955,,,,anglais,Memphis Slim | Enregistrement sonore | the complete recordings | 1940-1941,,['Distrib. Auvidis'],1993,Disque compact,Blues collection,,,Memphis Slim,Peter,1915-1988,Disque compact,3,28.0,4,3,['M101 Blues'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,"['Memphis Slim, Peter']",,Memphis Slim,,['Peter Chatman Washboard Band'],
42841,,,,anglais,The Complete recordings 1935-1939 | Enregistrement sonore,,['Charly records'],1991,3 compacts | 1 brochure,The Swingtime CD Collection,,,,,,Disque compact,5,615.0,8,5,['M104 Jazz classique'],['pas de code stat 2'],,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,"Fitzgerald, Ella",,,
428479,2-7071-1149-X,,,français,Voyage dans l'intérieur de l'Afrique | Texte imprimé | Mungo Park | [traduit de la 2K éd. anglaise par Jean-Henri Castéra] ; préface d'Adrian Adams,,['F. Maspero'],1980,"354 p. | carte, couv. ill. en coul. | 18 cm",La Découverte | 0224-1285 | 11,,,Park,Mungo,1770-1805,Livre pour adulte,1,23.0,0,1,['64'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Park, Mungo']",,"Castéra;Adams, Jean Henri;Adrian",,,
428979,,,,français,Propos comme ca | Texte imprimé,,['Grasset'],1966,,,,,Chardonne,Jacques,,Livre pour adulte,1,8.0,0,1,['Littérature française (autres)'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Chardonne, Jacques']",,,,,
429397,9981-09-061-1,,,français,La chambre noire ou Derb Moulay Chérif | Texte imprimé | Jouad Mdidech,,['EDDIF'],impr. 2000,1 vol. (251 p.) | 19 cm,,,,Mdidech,Jaouad,,Livre pour adulte,1,38.0,0,1,['D905 Histoire: autre pays'],['pas de code stat 2'],,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Mdidech, Jaouad']",,,,,
429649,2-7427-1847-8,,,français,Les vice-rois | Texte imprimé | roman | Gérard de Cortanze,,['Actes Sud'],1998,588 p. | couv. ill. en coul. | 22 cm,Domaine français,,,Cortanze,Gérard de,1948-....,Livre pour adulte,2,30.0,0,2,['LFRA Litterature francaise'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Cortanze, Gérard de']",,,,,
42966,2-07-056035-X,,,français,Que font les poupées la nuit quand les enfants dorment ? | Texte imprimé | John S. Goodall,,['Gallimard'],1989,non paginé | ill. en coul. | 13 x 18 cm,Ma collection préférée,,,Goodall,John Strukland,,Livre jeunesse,3,131.0,2,3,['LALB Albums'],['pas de code stat 2'],,,,1.0,,,,,,,,,,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Goodall, John Strukland']",,,,,
407018,2-7436-1180-4 (éd. 2003);978-2-7436-1180-4 (éd. 2009),,,français,Vers une aube radieuse | Texte imprimé | James Lee Burke | traduit de l'anglais (États-Unis) par Freddy Michalski,,['Payot & Rivages'],2003,1 vol. (317 p.) | 17 cm,Rivages-Noir | 491,,,Burke,James Lee,,Livre pour adulte,5,234.0,24,5,['LNAM Litterature nord-americaine'],"[""LPOL Roman policier, roman d'espionnage""]",,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,"['Burke, James Lee']",,,,,
408418,2-01-019584-1,,,français,Bécassine au studio | Texte imprimé | textes de Caumery | ill. de J.P. Pinchon,,['Gautier-Languereau'],1992,"51 p. | ill. en coul., couv. ill. en coul. | 32 cm",19 | Bécassine.... | [27],Bécassine....,[27],Caumery,,1867-1941,Bande dessinée pour adulte,1,11.0,0,1,['LBDE Bandes dessinees'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,['Caumery'],"Pinchon, Joseph Porphyre",,,,
408826,2-7381-0619-6,,,français,"Crise mine ou Un curieux dans la tourmente | Texte imprimé | Maurice Rheims,...",,['O. Jacob'],1998,229 p. | couv. ill. en coul. | 22 cm,,,,Rheims,Maurice,1910-2003,Livre pour adulte,1,2.0,0,1,['D701 Arts generalites'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Rheims, Maurice']",,,,,
408942,,,,,"Solo Willisau | Enregistrement sonore | Anthony Braxton, saxophone A",,['Intakt'],2007,1 disque compact | 1 feuillet,,,,Braxton,Anthony,,Disque compact,1,,0,1,"['M110 Jazz variete et jazz ""inclassable""']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Braxton, Anthony']",,"Braxton, Anthony",,,
409210,2-7024-2989-0,,,français,L'étouffoir | Texte imprimé | Danielle Charest,,['Librairie des Champs-Élysées'],2000,281 p. | 18 cm,Les reines du crime | 0297-7168,,,Charest,Danielle,1951-2011,Livre pour adulte,1,2.0,0,1,['LFRA Litterature francaise'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Charest, Danielle']",,,,,
417563,,,3760019380995,espagnol,"El bruto | Images animées | Luis Buñuel, réal.",,['Films sans frontières [éd.]'],[DL 2009],1 DVD vidéo,Films du siècle,,,,,,DVD-vidéo tous publics,9,553.0,34,9,['CESP Cinema espagnol'],['pas de code stat 2'],,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,"Bunuel, Luis",,,
417266,0-634-07945-X,,,,The Best of | Musique imprimée | Jimmie Vaughan,,['Hal Leonard'],199?,1 partition (101 p.) | 30 cm,Guitar Recorded Version,,,Vaughan,Jimmie,,Partition,1,0.0,0,1,['154'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Vaughan, Jimmie']",,,,,
41729,,,,,Essence of rhythm | Enregistrement sonore | Ustad Zakir Hussain,,['Emarcy'],1995,1 compact | 1 feuillet,,,,,,,Disque compact,3,62.0,1,3,['M905 Musiques du monde: Asie'],['pas de code stat 2'],,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,"Hussain;Chatterjee, Zakir;Suchismita",,,
417794,,,,multilingue,Musical book of hours | Enregistrement sonore,,['Deutsche Grammophon'],1998,1 compact | DDD | 1 brochure,,,,,,,Disque compact,2,10.0,2,2,['M301 Musique classique: anthologies thematiques'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,"Blachly, Alexander",,['Pomerium'],
417857,88-04-42913-5,,,italien,36 poesie | Texte imprimé | Attilio Bertolucci,,"['A. Mondadori, cop']",1997,1 vol. (64 p.) | couv. ill. | 16 cm,I Miti | 37 | Poesia,,,Bertolucci,Attilio,,Livre en langue étrangère,1,8.0,0,1,['LITA Litterature italienne'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"['Bertolucci, Attilio']",,,,,
418286,,,,français,Bergson | Texte imprimé | par Félicien Challaye,,['Ed. Mellottée'],1947,309 p. | 19 cm,Les philosophes,,,Challaye,Félicien,,Livre pour adulte,1,3.0,0,1,['Grands textes philosophiques'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Challaye, Félicien']",,,,,
418591,2-246-37021-3,,,français,Contes à mi-voix | Texte imprimé | Jean-Pierre Chabrol,,['B. Grasset'],1985,262 p.,,,,Chabrol,Jean-Pierre,1925-2001,Livre pour adulte,1,3.0,0,1,['LFRA Litterature francaise'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Chabrol, Jean-Pierre']",,,,,
418679,2-221-09526-X,,,français,Robinson des mers | Texte imprimé | Yves Parlier | avec la collab. de Rémy Fière,,['R. Laffont'],2001,"251 p.-[16] p. de pl. | ill. en noir et en coul., couv. ill. en coul. | 24 cm",,,,Parlier,Yves,,Livre pour adulte,3,57.0,5,3,['D910 Geographie'],['pas de code stat 2'],,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,"['Parlier, Yves']",,"Fière, Rémy",,,
419645,2-8001-1674-9,,,français,"Les Castors face aux ombres mystérieuses | Texte imprimé | dessin Mitacq, scénario J.-M. Charlier",,"['Dupuis', '[diff. Hachette]']",1989,"160 p. | ill. en coul., couv. ill. en coul. | 30 cm",19 | Tout Mitacq . | 1,Tout Mitacq .,1,Mitacq,,1927-1994,Bande dessinée jeunesse,2,104.0,6,2,['LBDE Bandes dessinees'],['pas de code stat 2'],,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mitacq'],,"Charlier, Jean-Michel",,,
419676,2-902894-16-3,,,français,Châteaux forts et féodalité en Île de France | Texte imprimé | du XIe au XIIIe siècle | André Châtelain,,['CRÉER'],1983,"507 p. | ill., couv. ill. en coul. | 26 cm",Patrimoine,,,Châtelain,André,1932-....,Livre pour adulte,1,4.0,0,1,"['D702 Urbanisme, architecture']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Châtelain, André']",,,,,
41994,,,,français,Sama Layuca | Enregistrement sonore | Mc Coy Tyner,,['Milestone Records'],,1 compact | AAD,,,,Mc Coy,Tyner,,Disque compact,1,77.0,1,1,['136'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,"['Mc Coy, Tyner']",,Mc Coy Tyner,,,
420109,2-213-00299-1,,,français,"La Papauté, des origines au Concile de Trente | Texte imprimé | Marcel Pacaut,...",,['Fayard'],1976,397 p. | couv. ill. en coul. | 22 cm,Grandes études historiques,,,Pacaut,Marcel,1920-2002,Livre pour adulte,1,33.0,9,1,"['D202 Bible, christianisme']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,"['Pacaut, Marcel']",,,,,
420230,2-02-006351-4,,,français,"La Violence du temps | Texte imprimé | Fiodorov et Mourjenko, camp n°389-36 | Pierre Pachet",,['Éditions du Seuil'],1982,122 p. | 19 cm,L'Histoire immédiate,,,Pachet,Pierre,1937-....,Livre pour adulte,1,9.0,0,1,['D302 Politique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Pachet, Pierre']",,,,,
420243,,,,sans,"Evan Parker with N. Akchote, L. Casserley and J. Ryan | Enregistrement sonore | Live at ""Les instants chavirés""",,['Leo Records'],1998,1 compact | 1 dépliant,,,,Parker,Evan,,Disque compact,2,4.0,0,2,['136'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,"['Parker, Evan']",,"Parker;Casserley;Akchoté, Evan;Lawrence;Noël",,,
420401,,,,anglais,Home wrecordings 1997-1999 | Enregistrement sonore | R. Moore,,['R. Moore'],1999,1 compact | 1 feuillet,,,,Moore,Rebecca,,Disque compact,1,0.0,0,1,['M701 Musiques inclassables'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Moore, Rebecca']",,"Moore, Rebecca",,,
403231,2-915438-01-3,,,français,Nycthémère | Texte imprimé | Jean-Bernard Pouy,,['les Contrebandiers'],2003,183 p. | couv. ill. | 21 cm,,,,Pouy,Jean-Bernard,1946-....,Livre pour adulte,6,175.0,4,6,['LFRA Litterature francaise'],['pas de code stat 2'],,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,"['Pouy, Jean-Bernard']",,,,,
403457,85-85426-60-8,,,portugais,"Chico Buarque | 4 | Musique imprimée | Idealizado, produzido e editado por Almir Chediak",,['Lumiar editora'],1999,1 partition (231 p.) | 30 cm,Songbook,,,Buarque,Chico,,Partition,2,145.0,6,2,['151'],['pas de code stat 2'],,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"['Buarque, Chico']","Chediak, Almir",,,,
403623,2-7007-2402-X,,,français,"Vrais déprimés, fausses dépressions | Texte imprimé | Monique Brémond, Alain Gérard",,['Aubier'],1998,"190 p. | ill., couv. ill. en coul. | 22 cm",,,,Brémond,Monique,1931-....,Livre pour adulte,1,21.0,1,1,['D602 Medecine et sexualite'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,"['Brémond, Monique']","Gérard, Alain",,,,
403636,2-08-011524-3,,,français,Magritte | Texte imprimé | Bernard Noël,[Nouv. éd.],['Flammarion'],1987,96 p.,Les Maîtres de la peinture,,,Noël,Bernard,1930-....,Livre pour adulte,1,9.0,1,1,"['D705 Peinture, arts graphiques']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Noël, Bernard']",,,,,
404786,2-07-076097-9,,,français,Le disgracié | Texte imprimé | Iouri Tynianov | trad. du russe par Lily Denis...,,['Gallimard'],2001,396 p. | couv. ill. | 19 cm,Collection L'imaginaire | 429,,,Tynânov,Ûrij Nikolaevič,1894-1943,Livre pour adulte,2,21.0,3,2,['LRUS Litterature russe et sovietique'],['LROM Roman avant 1945'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,"['Tynânov, Ûrij Nikolaevič']",,"Denis, Lily",,,
405251,84-339-0967-3,,,espagnol,Las mujeres de Héctor | Texte imprimé | Adelaida Garcia Morales,,['Ed. Anagrama'],1994,153 p. | 22 cm,Narrativas hispanicas,,,Garcia Morales,Adelaida,,Livre en langue étrangère,1,33.0,2,1,['LESP Litterature espagnole'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Garcia Morales, Adelaida']",,,,,
